LNG,LAT,X,Y,crashYear,holidayNew,region,policeDistrict,areaUnitID,crashLocation1,weatherA,vehicleType,light,roadSurface,roadType,speedLimit,pedestrian,minorInjuryCount,fatalCount,severeOrFatal
175.4935198,-40.4949395,1811312,5514320,2017,not holiday,Manawatū-Whanganui Region,Central,564021,SH 57,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
175.2825345,-37.81984236,1800903,5811719,2013,not holiday,Waikato Region,Waikato,529300,SH 3,Fine,car,Twilight,Sealed,Urban Road,50,NA,0,0,TRUE
170.9726789,-45.08767175,1440460,5005311,2018,not holiday,Otago Region,Southern,601020,OUSE ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7356699,-36.90829463,1754625,5913894,2002,not holiday,Auckland Region,Counties Manukau,518803,MAY ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
168.8248823,-45.99815721,1276710,4897677,2016,not holiday,Southland Region,Southern,610032,SH 94,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
175.3085348,-40.41061532,1795879,5524108,2006,not holiday,Manawatū-Whanganui Region,Central,561500,SH 1N,Fine,truck,Bright sun,Sealed,Highway,100,NA,1,0,TRUE
175.4896481,-36.76221213,1822227,5928615,2006,not holiday,Waikato Region,Waikato,533100,WHARF ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,2,0,TRUE
170.6168373,-45.78706123,1414761,4926849,2009,not holiday,Otago Region,Southern,601603,PURAKANUI ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.6323255,-36.89811438,1745437,5915186,2008,not holiday,Auckland Region,Counties Manukau,511800,SEYMOUR ROAD,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
171.2320553,-42.45689525,1454633,5297979,2014,not holiday,West Coast Region,Tasman,584911,SH 7,Fine,car,Bright sun,Sealed,Arterial Road,80,NA,0,0,TRUE
174.7836156,-41.29418987,1749339,5427050,2006,not holiday,Wellington Region,Wellington,573101,CAMBRIDGE TERRACE,Fine,motorcycle,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.6974171,-36.80378578,1751423,5925550,2015,not holiday,Auckland Region,Counties Manukau,510020,KIA ORA ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7827925,-36.86843355,1758906,5918239,2018,Easter,Auckland Region,Counties Manukau,516101,MIDDLETON ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
174.7502757,-36.74160993,1756265,5932363,2002,not holiday,Auckland Region,Counties Manukau,507400,RAMSGATE TERRACE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,3,0,TRUE
175.2435913,-37.79578239,1797539,5814472,2014,not holiday,Waikato Region,Waikato,528601,SH 23,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,1,TRUE
174.7286404,-37.24747299,1753314,5876274,2001,not holiday,Auckland Region,Counties Manukau,526103,KING ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,1,TRUE
174.8139458,-41.24788706,1751986,5432138,2007,not holiday,Wellington Region,Wellington,574002,NGAURANGA ON NBD,Fine,bicycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.7160797,-36.76308285,1753169,5930036,2009,not holiday,Auckland Region,Counties Manukau,508803,UNSWORTH DRIVE,Fine,motorcycle,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
168.1073036,-44.80941043,1213101,5026565,2002,not holiday,Southland Region,Southern,609011,SH 94,Light rain,car,Overcast,Sealed,Highway,100,NA,1,0,TRUE
174.7317229,-36.88264594,1754325,5916746,2013,not holiday,Auckland Region,Counties Manukau,517701,ST LUKES ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.8091324,-36.88221341,1761225,5916666,2004,Christmas New Year,Auckland Region,Counties Manukau,516003,REMUERA ROAD,Heavy rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
172.6603792,-43.5252084,1572555,5180803,2001,not holiday,Canterbury Region,Canterbury,593400,WOODHAM ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.1356067,-37.68646856,1876501,5824343,2001,not holiday,Bay of Plenty Region,Bay of Plenty,537301,OTUMOETAI ROAD,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
174.7206736,-36.89526308,1753315,5915364,2012,not holiday,Auckland Region,Counties Manukau,517903,OWAIRAKA AVENUE,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
174.6640086,-36.3975857,1749223,5970666,2015,not holiday,Auckland Region,Counties Manukau,505500,QUEEN ST,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
170.5022195,-45.88137974,1406180,4916098,2001,not holiday,Otago Region,Southern,602900,VOGEL ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
170.8032401,-45.46252995,1428261,4963319,2012,not holiday,Otago Region,Southern,601301,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,1,1,TRUE
174.8332896,-41.28920291,1753510,5427517,2001,not holiday,Wellington Region,Wellington,577601,MASSEY ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
175.0308621,-41.12508036,1770480.198,5445370.073,2020,not holiday,Wellington Region,Wellington,564601,RIVER ROAD,Light rain,car,Dark,Sealed,Highway,100,NA,1,1,TRUE
174.7742222,-41.28999359,1748562,5427532,2015,not holiday,Wellington Region,Wellington,573000,WILLIS ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
172.5449341,-43.48932136,1563204,5184744,2013,not holiday,Canterbury Region,Canterbury,587811,ORCHARD ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
174.8114878,-36.97704222,1761235,5906141,2017,not holiday,Auckland Region,Counties Manukau,524200,MASSEY ROAD,Fine,car,Bright sun,Sealed,Arterial Road,60,NA,0,0,TRUE
174.0909968,-39.07176633,1694377,5674693,2009,not holiday,Taranaki Region,Central,552200,CUMBERLAND ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.4565193,-36.50841557,1730429,5958672,2003,not holiday,Auckland Region,Counties Manukau,506613,SH 16,Fine,car,Dark,Sealed,Highway,100,1,0,0,TRUE
172.6506013,-43.52983414,1571767,5180286,2011,not holiday,Canterbury Region,Canterbury,593501,FITZGERALD AVENUE,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
176.8602837,-39.49659151,1931968,5620995,2009,not holiday,Hawke's Bay Region,Eastern,545621,PREBENSEN DRIVE,Fine,car,Bright sun,Sealed,Highway,100,NA,1,0,TRUE
169.3811036,-44.04071604,1310050,5117235,2016,not holiday,West Coast Region,Tasman,585325,SH 6,Light rain,motorcycle,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.799104,-41.22225852,1750801.294,5435009.175,2021,not holiday,Wellington Region,Wellington,573700,WOODLAND ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.990094,-41.15098612,1766992,5442573,2004,not holiday,Wellington Region,Wellington,568101,EASTERN HUTT ROAD,Light rain,car,Dark,Sealed,Arterial Road,80,NA,0,2,TRUE
176.1764813,-38.51737496,1876948,5731995,2013,not holiday,Waikato Region,Waikato,541335,TUTUKAU ROAD,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
170.213622,-43.34164602,1374144,5197474,2014,not holiday,West Coast Region,Tasman,585322,SH 6,Light rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.4012974,-40.20561219,1804368,5546656,2001,not holiday,Manawatū-Whanganui Region,Central,561422,SH 1N,Fine,car,Bright sun,Sealed,Highway,100,NA,0,1,TRUE
174.9523844,-40.98872377,1764231,5460659,2000,not holiday,Wellington Region,Wellington,566302,SH 1N,Light rain,car,Dark,Sealed,Arterial Road,80,NA,0,1,TRUE
174.9479819,-37.04422757,1773232.568,5898446.847,2019,not holiday,Auckland Region,Counties Manukau,523912,WALTERS RD (PAPAKURA),Fine,truck,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.0586213,-39.05960263,1691592,5676076,2018,Queens Birthday,Taranaki Region,Central,551900,SH 44,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
175.3266321,-37.79013384,1804867,5814920,2018,not holiday,Waikato Region,Waikato,530600,NEVADA ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
171.902363,-43.92300707,1511884,5136093,2010,not holiday,Canterbury Region,Canterbury,597741,FAIRFIELD ROAD,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
174.8690275,-36.98206266,1766346,5905485,2015,not holiday,Auckland Region,Counties Manukau,522400,ALLENBY ROAD,Null,car,Overcast,Sealed,Urban Road,50,NA,2,0,TRUE
174.7537004,-36.85896073,1756332,5919338,2016,not holiday,Auckland Region,Counties Manukau,514000,KARANGAHAPE ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,1,0,TRUE
172.5730267,-43.54453579,1565507,5178624,2010,not holiday,Canterbury Region,Canterbury,590300,SH 73,Fine,car,Overcast,Sealed,Arterial Road,70,NA,3,0,TRUE
174.2827892,-35.559804,1716257,6064117,2012,Christmas New Year,Northland Region,Northland,501814,SH 1N,Fine,car,Bright sun,Sealed,Highway,100,NA,1,1,TRUE
175.8022872,-37.82152915,1846653,5810286,2001,not holiday,Waikato Region,Waikato,535220,SH 24,Light rain,car,Overcast,Sealed,Highway,100,NA,1,1,TRUE
174.7422917,-36.90482666,1755222,5914268,2018,not holiday,Auckland Region,Counties Manukau,518500,MOUNT ALBERT ROAD,Null,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
175.1271051,-37.42191363,1788222,5856198,2006,not holiday,Waikato Region,Waikato,527210,TE WHAREPU ROAD,Mist or Fog,truck,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.8603246,-36.89772778,1765754,5914857,2010,not holiday,Auckland Region,Counties Manukau,520601,TRIPOLI ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
172.6650992,-43.6136524,1572976,5170982,2014,not holiday,Canterbury Region,Canterbury,596400,GOVERNORS BAY ROAD,Fine,car,Dark,Sealed,Highway,100,NA,2,0,TRUE
175.3020629,-39.52478781,1797869,5622454,2000,not holiday,Manawatū-Whanganui Region,Central,554900,SH 4,Fine,car,Dark,Sealed,Highway,100,2,3,2,TRUE
173.9378318,-35.2403458,1685329,6099900,2003,not holiday,Northland Region,Northland,500900,KERIKERI ROAD,Light rain,car,Dark,Sealed,Arterial Road,80,NA,0,0,TRUE
175.8299545,-39.70291578,1842626,5601386,2017,not holiday,Manawatū-Whanganui Region,Central,559220,SH 1N,Mist or Fog,truck,Dark,Sealed,Highway,100,NA,2,0,TRUE
172.9512065,-43.81663159,1596076,5148492,2003,not holiday,Canterbury Region,Canterbury,596800,STANLEY PLACE,Fine,truck,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7774926,-41.24680742,1748934,5432321,2016,not holiday,Wellington Region,Wellington,574402,KHANDALLAH ROAD,Light rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
172.1118969,-43.41879146,1528105.579,5192294.427,2019,not holiday,Canterbury Region,Canterbury,587010,OLD WEST COAST ROAD,Mist or Fog,car,Dark,Sealed,Highway,100,NA,0,1,TRUE
174.7530515,-36.86011743,1756271.794,5919210.732,2021,not holiday,Auckland Region,Counties Manukau,514200,NEWTON ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,1,0,TRUE
174.9085831,-36.94106348,1769958,5909964,2013,not holiday,Auckland Region,Counties Manukau,523113,TE IRIRANGI DRIVE,Fine,car,Dark,Sealed,Arterial Road,80,NA,0,0,TRUE
172.050996,-43.73227969,1523573,5157424,2001,not holiday,Canterbury Region,Canterbury,597506,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.3188532,-37.83004532,1804072,5810508,2012,not holiday,Waikato Region,Waikato,527810,PEACOCKES ROAD,Fine,car,Dark,Sealed,Highway,100,NA,1,1,TRUE
174.7824964,-36.86100194,1758895,5919064,2015,not holiday,Auckland Region,Counties Manukau,515902,PARNELL ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.7393512,-36.9280522,1754913,5911696,2005,not holiday,Auckland Region,Counties Manukau,519002,QUONA AVENUE,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
173.8189702,-41.50837741,1668345,5404482,2004,not holiday,Marlborough Region,Tasman,580449,BOYCE ST,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
172.7209748,-41.62886084,1576758,5391392,2000,not holiday,Tasman Region,Tasman,581841,SH 6,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
173.535882,-41.56286398,1644683,5398618,2009,not holiday,Marlborough Region,Tasman,580450,SH 63,Light rain,car,Dark,Sealed,Arterial Road,70,NA,0,1,TRUE
176.681652,-39.24818558,1917728,5649218,2003,not holiday,Hawke's Bay Region,Eastern,545911,SH 5,Light rain,motorcycle,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.7808838,-41.27692795,1749149.581,5428971.151,2019,not holiday,Wellington Region,Wellington,572900,THORNDON QUAY,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.8583527,-37.04732513,1765254.395,5898262.745,2019,not holiday,Auckland Region,Counties Manukau,524811,DOMAIN RD (MANUREWA),Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
175.089852,-37.67606888,1784298,5828070,2008,not holiday,Waikato Region,Waikato,526601,WAINGARO ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.5891125,-40.30925041,1820018,5534701,2013,not holiday,Manawatū-Whanganui Region,Central,561901,MILSON LINE,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.0456996,-35.53610924,1694797,6066999,2014,not holiday,Northland Region,Northland,501620,TIPENE ROAD,Fine,car,Dark,Unsealed,Highway,100,NA,1,0,TRUE
174.9489658,-40.99171809,1763936,5460333,2007,not holiday,Wellington Region,Wellington,566302,SH 1N,Fine,car,Bright sun,Sealed,Arterial Road,80,NA,4,1,TRUE
168.3714314,-46.41253837,1244291,4849697,2002,not holiday,Southland Region,Southern,611100,ISLINGTON ST,Fine,car,Dark,Sealed,Urban Road,50,1,0,0,TRUE
172.5857043,-43.54605912,1566532,5178460,2008,not holiday,Canterbury Region,Canterbury,590300,SH 76,Fine,truck,Bright sun,Sealed,Highway,100,1,0,0,TRUE
177.9477078,-38.65730919,2030608,5709621,2007,not holiday,Gisborne Region,Bay of Plenty,543901,SH 2,Heavy rain,motorcycle,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.9507717,-41.19325455,1763587,5437955,2006,not holiday,Wellington Region,Wellington,568301,OXFORD TERRACE,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
173.3878869,-35.52006551,1635170,6069212,2004,not holiday,Northland Region,Northland,500700,SH 12,Fine,car,Dark,Sealed,Arterial Road,70,NA,1,0,TRUE
174.2117764,-39.01657154,1704907,5680686,2000,not holiday,Taranaki Region,Central,551111,SH 3,Fine,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
177.9001119,-38.51491007,2027309,5725658,2018,not holiday,Gisborne Region,Bay of Plenty,543601,SH 2,Fine,truck,Overcast,Sealed,Highway,100,NA,0,0,TRUE
173.8737154,-35.6939628,1679050,6049643,2007,not holiday,Northland Region,Northland,501802,OPOUTEKE ROAD,Fine,car,Overcast,Sealed,Highway,100,NA,3,0,TRUE
172.458308,-43.59919133,1556279,5172500,2018,not holiday,Canterbury Region,Canterbury,587904,SELWYN ROAD,Fine,motorcycle,Dark,Sealed,Highway,100,NA,0,1,TRUE
174.7798158,-41.30114822,1749005,5426284,2013,not holiday,Wellington Region,Wellington,576500,SH 1N RUGBY ST,Fine,bicycle,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7226393,-36.88885307,1753503,5916072,2016,not holiday,Auckland Region,Counties Manukau,517903,MOUNT ALBERT ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,2,0,TRUE
176.9222961,-39.55549597,1937017,5614224,2014,not holiday,Hawke's Bay Region,Eastern,545632,SH 2,Fine,bicycle,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.9590607,-37.06298881,1774175,5896345,2017,not holiday,Auckland Region,Counties Manukau,525610,KELVIN ROAD,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
175.2176766,-38.40333447,1793646,5747104,2018,not holiday,Waikato Region,Waikato,531731,SH 30,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.5011202,-37.27560238,1821753,5871621,2003,not holiday,Waikato Region,Waikato,533800,SH 2,Fine,car,Dark,Sealed,Arterial Road,70,NA,0,0,TRUE
174.4461895,-36.64677451,1729273,5943337,2017,not holiday,Auckland Region,Counties Manukau,506646,SH 16,Fine,motorcycle,Overcast,Sealed,Highway,100,NA,0,0,TRUE
176.9150823,-39.58048939,1936276,5611476,2006,Queens Birthday,Hawke's Bay Region,Eastern,545832,SH 2,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
174.9382942,-37.28402554,1771827,5871858,2004,not holiday,Waikato Region,Waikato,521114,RIVER ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
172.5213487,-43.54736554,1561334,5178287,2009,not holiday,Canterbury Region,Canterbury,587500,SHANDS ROAD,Heavy rain,bicycle,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
170.4979808,-45.87188113,1405818,4917143,2006,not holiday,Otago Region,Southern,603100,STUART ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,2,0,TRUE
174.8541463,-41.12089189,1755655,5446166,2017,not holiday,Wellington Region,Wellington,571501,SH 1N,Fine,car,Dark,Sealed,Highway,100,NA,2,0,TRUE
172.6088184,-43.54526946,1568398.809,5178556.742,2018,not holiday,Canterbury Region,Canterbury,590900,WHITELEIGH AVENUE,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
176.8546719,-39.63305694,1930835,5605864,2004,not holiday,Hawke's Bay Region,Eastern,548000,FREDERICK ST,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
175.4683524,-39.17762046,1813217,5660610,2010,not holiday,Manawatū-Whanganui Region,Central,532601,SH 47,Fine,car,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
172.6375497,-43.58483618,1570739,5174173,2005,not holiday,Canterbury Region,Canterbury,591102,DYERS PASS ROAD,Fine,car,Dark,Sealed,Arterial Road,70,NA,2,0,TRUE
170.8253732,-45.00734669,1428628,5013933,2016,Easter,Otago Region,Southern,600826,WESTON-NGAPARA ROAD,Fine,motorcycle,Bright sun,Sealed,Highway,100,NA,0,0,TRUE
174.7617913,-36.86693511,1757037,5918440,2013,not holiday,Auckland Region,Counties Manukau,518101,MOUNT EDEN ROAD,Light rain,car,Dark,Sealed,Urban Road,50,NA,2,1,TRUE
174.7769746,-41.29108604,1748790,5427406,2010,not holiday,Wellington Region,Wellington,573101,CUBA ST,Fine,bus,Dark,Sealed,Urban Road,50,1,0,0,TRUE
175.2778296,-37.79372367,1800559.508,5814627.514,2019,Queens Birthday,Waikato Region,Waikato,529100,RUAKIWI ROAD,Light rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.8441654,-41.10602777,1754852,5447834,2008,not holiday,Wellington Region,Wellington,570500,DIMOCK ST,Fine,car,Dark,Sealed,Urban Road,50,1,0,1,TRUE
175.3012188,-37.66809519,1802962,5828518,2008,not holiday,Waikato Region,Waikato,527122,SH 1B,Light rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.0125346,-37.22781121,1778541.707,5877957.824,2019,not holiday,Waikato Region,Waikato,521131,GREAT SOUTH ROAD,Fine,truck,Bright sun,Sealed,Highway,100,NA,1,0,TRUE
174.7777736,-41.27696838,1748889,5428972,2008,not holiday,Wellington Region,Wellington,572900,AITKEN ST,Light rain,car,Overcast,Sealed,Urban Road,50,1,0,0,TRUE
174.576499,-36.7766335,1740685,5928747,2016,not holiday,Auckland Region,Counties Manukau,505604,OLD NORTH ROAD,Light rain,car,Overcast,Sealed,Arterial Road,80,NA,0,0,TRUE
177.9181397,-39.08653307,2025459,5662092,2017,not holiday,Hawke's Bay Region,Eastern,545304,MAHIA EAST COAST ROAD,Light rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.9183593,-36.95923171,1770788.075,5907930.759,2021,not holiday,Auckland Region,Counties Manukau,523713,STANCOMBE ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
175.2943592,-37.75181562,1802129.237,5819242.447,2019,not holiday,Waikato Region,Waikato,529501,WAIRERE DRIVE,Fine,car,Bright sun,Sealed,Arterial Road,80,1,0,0,TRUE
175.5413361,-37.14012527,1825722.711,5886559.346,2020,not holiday,Waikato Region,Waikato,533501,QUEEN STREET,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
175.4586306,-37.88305937,1816220,5804310,2016,not holiday,Waikato Region,Waikato,527502,KING ST,Fine,truck,Bright sun,Sealed,Urban Road,50,NA,1,0,TRUE
173.0970818,-42.89841837,1607926,5250461,2006,not holiday,Canterbury Region,Canterbury,585700,SH 1S,Fine,car,Dark,Sealed,Highway,100,NA,2,0,TRUE
174.761727,-36.86173951,1757041.901,5919016.534,2020,not holiday,Auckland Region,Counties Manukau,514301,SYMONDS STREET,Fine,bus,Overcast,Sealed,Urban Road,50,1,0,0,TRUE
174.3697912,-39.53521036,1717716,5622932,2016,not holiday,Taranaki Region,Central,554120,ARARATA ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.8999139,-36.89580323,1769286,5915001,2010,not holiday,Auckland Region,Counties Manukau,522711,PIGEON MOUNTAIN ROAD,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
175.575754,-40.23698144,1819116,5542757,2000,not holiday,Manawatū-Whanganui Region,Central,561410,SH 54,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
174.9833218,-36.96667915,1776555,5906986,2000,not holiday,Auckland Region,Counties Manukau,523202,WHITFORD PARK ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
168.7827706,-45.92915315,1273043,4905171,2007,not holiday,Southland Region,Southern,610031,SH 94,Fine,car,Dark,Sealed,Highway,100,NA,3,0,TRUE
175.2570453,-37.71950421,1798928,5822908,2001,not holiday,Waikato Region,Waikato,527007,CATE ROAD,Fine,car,Overcast,Sealed,Highway,100,NA,2,0,TRUE
175.2232103,-40.70026097,1787827,5492139,2009,not holiday,Manawatū-Whanganui Region,Central,564021,SH 1N,Heavy rain,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
175.8488599,-40.31616612,1842069,5533255,2018,not holiday,Manawatū-Whanganui Region,Central,550200,SADDLE ROAD,Heavy rain,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
174.7955602,-36.97618463,1759819,5906263,2004,not holiday,Auckland Region,Counties Manukau,524200,MASSEY ROAD,Light rain,car,Dark,Sealed,Urban Road,50,NA,0,1,TRUE
168.3537389,-46.41307953,1242935,4849557,2002,not holiday,Southland Region,Southern,611210,SH 1S,Light rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.7553169,-36.87274545,1756448,5917806,2015,not holiday,Auckland Region,Counties Manukau,518102,VIEW ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.7758235,-36.88237348,1758256,5916704,2012,not holiday,Auckland Region,Counties Manukau,519200,MANUKAU ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
174.8283142,-36.9642739,1762760,5907529,2005,not holiday,Auckland Region,Counties Manukau,524301,MASSEY ROAD,Fine,car,Dark,Sealed,Urban Road,50,1,0,1,TRUE
175.542663,-37.66816288,1824260,5827960,2006,not holiday,Waikato Region,Waikato,534500,MORRINSVILLE WALTON ROAD,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
174.785185,-36.61087994,1759652,5946809,2006,not holiday,Auckland Region,Counties Manukau,505910,GULF HARBOUR DRIVE,Fine,bicycle,Bright sun,Sealed,Urban Road,50,NA,0,1,TRUE
176.2756606,-38.14818289,1887051.969,5772671.921,2020,not holiday,Bay of Plenty Region,Bay of Plenty,538722,030-0147-D,Fine,motorcycle,Bright sun,Sealed,Arterial Road,60,NA,0,0,TRUE
173.796248,-35.10817171,1672564,6114671,2016,not holiday,Northland Region,Northland,500401,SH 10,Light rain,car,Overcast,Sealed,Highway,100,NA,0,0,TRUE
173.5087905,-35.37213967,1646217,6085568,2010,Christmas New Year,Northland Region,Northland,500801,WEST COAST ROAD,Fine,car,Dark,Sealed,Highway,100,NA,1,0,TRUE
172.3402484,-41.79994433,1545190,5372225,2001,not holiday,Tasman Region,Tasman,581843,WALLER ST,Fine,car,Dark,Sealed,Highway,100,NA,1,1,TRUE
175.677303,-37.67090354,1836128.551,5827324.996,2019,not holiday,Waikato Region,Waikato,534604,SH 27,Fine,car,Bright sun,Sealed,Highway,100,NA,1,0,TRUE
174.7380774,-36.84518332,1754967,5920892,2016,not holiday,Auckland Region,Counties Manukau,515201,JERVOIS ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
168.3601379,-46.43412296,1243564.169,4847248.065,2019,not holiday,Southland Region,Southern,611700,ELIZABETH STREET,Heavy rain,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.8933271,-41.0331345,1759156,5455838,2016,not holiday,Wellington Region,Wellington,571800,SH 1N,Fine,car,Bright sun,Sealed,Urban Road,50,NA,0,0,TRUE
174.0799414,-39.07831204,1693412,5673978,2010,Queens Birthday,Taranaki Region,Central,552500,CARRINGTON ST,Fine,car,Dark,Sealed,Urban Road,50,NA,0,0,TRUE
173.2474664,-41.27996395,1620724,5430134,2009,Christmas New Year,Nelson Region,Tasman,583000,BISLEY WALK,Fine,car,Dark,Sealed,Urban Road,20,1,0,0,TRUE
174.7097923,-36.81036865,1752514,5924800,2007,not holiday,Auckland Region,Counties Manukau,510401,WAIPA ST,Fine,car,Twilight,Sealed,Urban Road,50,NA,1,0,TRUE
174.7252838,-36.77487472,1753967,5928713,2014,not holiday,Auckland Region,Counties Manukau,508320,ONDINE PLACE,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
174.6006692,-38.77325077,1739050,5707169,2001,not holiday,Taranaki Region,Central,550700,SH 3,Fine,car,Dark,Sealed,Highway,100,NA,0,0,TRUE
172.5873315,-43.53073081,1566655,5180163,2006,not holiday,Canterbury Region,Canterbury,590702,RICCARTON ROAD,Fine,car,Overcast,Sealed,Urban Road,50,NA,0,0,TRUE
172.5454807,-43.54339411,1563281,5178739,2008,not holiday,Canterbury Region,Canterbury,587400,MAIN SOUTH ROAD,Fine,car,Dark,Sealed,Arterial Road,60,NA,2,0,TRUE
172.0895239,-43.69963881,1526636,5161084,2013,not holiday,Canterbury Region,Canterbury,597506,SH 1S,Fine,car,Overcast,Sealed,Highway,100,NA,0,2,TRUE
174.7771352,-36.87554876,1758387,5917459,2007,not holiday,Auckland Region,Counties Manukau,519200,MANUKAU ROAD,Fine,car,Bright sun,Sealed,Urban Road,50,1,0,0,TRUE
173.9189685,-35.99287866,1682833,6016451,2002,not holiday,Northland Region,Northland,504502,SH 12,Fine,motorcycle,Dark,Sealed,Highway,100,NA,0,1,TRUE
